id,year,quarter,section,section_title,sent_id_in_report,text,dict_tone,is_valid_unit,label
38378,2019,1,S4,第四部分宏观经济形势,508,主要受鲜菜、猪肉等价格波动影响，食品价格波动明显， 第一季度同比上涨2.2%，涨幅比上个季度低0.6个百分点；非食品价格涨幅回落，第一季度同比上涨1.7%，涨幅比上个季度低0.4个百分点。,-0.0833333333333333,1.0,1
42411,2020,4,S4,第四部分宏观经济分析,429,固定资产投资稳步回升，高技术产业投资增长较快。,0.3333333333333333,1.0,0
8586,2006,2,S2,第二部分货币政策操作,131,四是保持资金支持政策的一致性。,0.125,1.0,0
24369,2013,2,S4,第四部分宏观经济分析,490,2013年6月，全国70个大中城市中，新建商品住宅价格同比上涨的城市有69个，比3月份增加2个，同比价格上涨的城市中，涨幅最高为16.7%；二手住宅价格同比上涨的城市有68个，比3月份增加9个。,-0.0172413793103448,1.0,1
14450,2009,3,S3,第三部分金融市场分析,196,第三季度，国际市场黄金价格创历史新高，并首波动上涨的态势。,-0.0666666666666666,1.0,1
8716,2006,2,S4,第四部分宏观经济分析,261,例如，大规模的跨境资本流入可能导致一国出现货币扩张过快、通胀压力增加、实际汇率升值、金融部门风险加大和经常账户逆差扩大等问题。,-0.0303030303030303,1.0,1
20628,2012,1,S2,第二部分货币政策操作,170,随着宏观经济平稳较快发展，对银行业资产规模扩张的需求较大，2011年末，银行业资产总额达到113.3万亿元，比2007年末的53.1万亿元翻了一番。,0.1176470588235294,1.0,0
8297,2006,3,S4,第四部分宏观经济分析,262,2006年前4个月全球股市呈现出不同程度的上升势头，但从5月初开始，由于受到初级商品价格高企和对通货膨胀担忧的影响，全球主要股市出现了大幅下挫，直到7月份各主要股指才止跌企稳并逐步反弹。,0.0196078431372549,1.0,0
36171,2018,3,S2,第二部分货币政策操作,232,一个有广度和深度、稳健高效、公平规范的外汇市场， 有利于形成合理均衡汇率水平，有利于传递汇率信号、引导资金有序流动、优化资源配置，是深化汇率市场化改革的重要基础。,0.2954545454545454,1.0,0
9610,2007,1,S3,第三部分金融市场分析,228,（五）保险业快速发展，资产增长为2005年以来最高水平第一季度，保险业累计实现保费收入1965亿元，同比增长22.7%， 其中寿险收入和财产险收入增加较多；受寿险产品集中到期影响，保险业赔款、给付增加较多，累计赔款、给付696亿元，增长1.2倍，其中寿险支出447亿元，增长3.1倍。,0.0657894736842105,1.0,0
51572,2024,4,S4,第四部分宏观经济分析,386,欧元区 HICP 同比上涨2.4%，自9月起已反弹0.7个百分点。,0.1111111111111111,1.0,0
611,2001,3,S4,第四部分产业分析,292,近年来，尽管房地产中介服务机构，如房地产评估、房地产经纪人、工程监理、物业代理、律师事务所等发展较快，但人员少、素质低、服务差、市场混乱等问题仍未解决，物业管理、经纪服务等中介服务组织缺乏有效的资质认定和可行的行业规范。,-0.0307692307692307,1.0,1
30549,2016,1,S3,第三部分金融市场运行,272,"3月份发行的10年期国债发行利率为2.85%，比2015年12月发行的同期限国债利率下降14个基点；国开行发行的10年期金融债利率为3.18%，比上年12月发行的同期限金融债利率下降26个基点；主体评级 AAA 的企业发行的一年期短期融资券（债券评级 A-1）平均利率为3.16%，比上年12月份低62个基点；5年期中期票据平均发行利率为3.87%,比上年12月下降30个基点。",-0.0094339622641509,1.0,1
42528,2020,4,S4,第四部分宏观经济分析,546,提高研发投入力度，加强关键技术攻关，继续聚力提质增效， 强化创新引领。,0.4736842105263157,1.0,0
26841,2014,2,S4,第四部分宏观经济分析,452,上半年，GDP 缩减指数（按当年价格计算的 GDP 与按固定价格计算的 GDP 的比率）变动率为1.0%，比上年同期低0.1个百分点，比一季度回升0.5个百分点。,-0.0666666666666666,1.0,1
29197,2015,2,S3,第三部分金融市场运行,263,上半年，企业累计签发商业汇票11.3万亿元，同比增长3.2%；期末商业汇票未到期金额10.8万亿元，同比增长5.8%。,0.074074074074074,1.0,0
15586,2009,4,S4,第四部分宏观经济分析,361,欧洲中央银行下调主要再融资利率至历史低位，1月21日和3月5日分别下调50个基点，4月2日和5月7日分别下调25个基点至1%。,-0.024390243902439,1.0,1
30739,2016,1,S4,第四部分宏观经济形势,462,工业生产缓中趋稳。,0.25,1.0,0
27483,2014,4,S4,第四部分宏观经济分析,494,二十世纪的几次石油危机，均以原油价格暴涨为特征， 导致原油进口国通胀上升、产出下降，出现所谓“滞胀”现象。,-0.0344827586206896,1.0,1
2356,2003,1,S1,第一部分： 吴显亭、曹德云,20,同比增长19.1%。,0.25,1.0,0
23650,2013,3,S4,第四部分宏观经济分析,367,前三季度，居民消费价格（CPI）同比上涨2.5%，贸易顺差1693.6亿美元。,-0.0625,1.0,1
27468,2014,4,S4,第四部分宏观经济分析,479,初级产品价格跌幅较大，投资品价格跌幅大于消费品。,-0.1818181818181818,1.0,1
3391,2003,2,S5,第五部分： 谢多、蔡剑波,305,上半年 GDP超过5万亿元，增长8.2%。,0.2,1.0,0
36469,2018,3,S4,第四部分宏观经济形势,530,9月份， 全国70个大中城市中，新建商品住宅价格环比上涨的城市有64个， 比6月份增加1个，平均涨幅较6月份低0.1个百分点；同比上涨的城市有67个，比6月份增加6个。,-0.037037037037037,1.0,1
31704,2016,2,S3,第三部分金融市场运行,225,上半年，受市场流动性整体充裕、美联储加息预期放缓、金融业纳入营改增范围、大宗商品价格走强、英国脱欧等国内外多空因素叠加影响， 债券市场收益率整体以震荡为主。,-0.0125,1.0,1
11388,2007,4,S4,第四部分宏观经济分析,389,农产品生产价格（指农产品生产者直接出售其产品时的价格）涨幅高于农业生产资料价格上涨幅度，有利于农民增收。,0.1538461538461538,1.0,0
15393,2009,4,S3,第三部分金融市场分析,168,交易所市场国债回购累计成交3.6万亿元，同比增长46.2%。,0.0769230769230769,1.0,0
4332,2004,3,S2,第二部分货币政策操作,98,对金融竞争环境尚不完善的城乡信用社贷款利率仍实行上限管理，最高上浮系数为贷款基准利率的2.3倍。,-0.037037037037037,1.0,1
9850,2007,1,S4,第四部分宏观经济分析,468,但随着一大批建材新生产线建成投产， 产能增加，市场竞争压力加剧。,-0.0625,1.0,1
14599,2009,3,S4,第四部分宏观经济分析,345,（三）价格总水平同比降幅开始收窄居民消费价格同比降幅快速收窄。,0.0588235294117647,1.0,0
36763,2018,2,S2,第二部分货币政策操作,194,针对市场可能出现的顺周期波动，必要时也须进行逆周期调节。,-0.0555555555555555,1.0,1
37895,2019,1,S1,第一部分货币信贷概况,25,包括银行贷款、债券、表外融资等在内的社会综合融资成本继续下行。,-0.0588235294117647,1.0,1
43407,2021,3,S4,第四部分宏观经济分析,286,一是受疫情反弹影响，部分在全球产业链中承担重要加工制造环节的新兴经济体生产不足，加剧了全球供求失衡。,-0.0714285714285714,1.0,1
2441,2003,1,S2,第二部分： 王宇、张翠微、高玉泽,105,完善《个人住房贷款管理办法》，研究个人住房抵押贷款证券化。,0.0714285714285714,1.0,0
13664,2008,4,S4,第四部分宏观经济分析,508,电力行业利润回落，甚至出现大面积亏损。,-0.2222222222222222,1.0,1
48403,2023,2,S2,第二部分货币政策操作,229,今年前4个月，人民币对美元汇率总体保持稳定，中间价累计升值0.6%。,0.1176470588235294,1.0,0
27018,2014,4,S1,第一部分货币信贷概况,29,全年新增人民币贷款9.78万亿元，同比多增8900亿元，增量创历史新高。,0.1176470588235294,1.0,0
20479,2012,1,S1,第一部分货币信贷概况,21,其中，非金融企业人民币存款增速1月末曾回落至4.8%，应与春节因素影响、活期存款大幅下降有关，2、3月末增速已有所回升。,0.088235294117647,1.0,0
39130,2019,2,S1,第一部分货币信贷概况,55,二是委托贷款和信托贷款负增长的势头明显减缓。,-0.1666666666666666,1.0,1
42658,2021,1,S1,第一部分货币信贷概况,55,值得注意的是，国际上央行实现货币政策操作目标主要有两类做法，一类是将市场利率作为操作目标，通过流动性调节引导市场利率在操作目标附近运行， 另一类是将货币政策工具利率作为央行政策利率，并以此为操作目标，从而将操作目标、政策利率和货币政策工具利率合而为一。,0.0147058823529411,1.0,0
39588,2019,2,S4,第四部分宏观经济分析,513,上半年，全国规模以上工业企业实现利润总额2.98万亿元，同比下降2.4%，降幅比1-5月扩大0.1个百分点；规模以上工业企业营业收入利润率为5.86%，比1-5月份上升0.14个百分点。,-0.0212765957446808,1.0,1
49576,2024,1,S2,第二部分货币政策操作,206,银行间外汇市场人民币直接交易成交较为活跃，流动性平稳，降低了企业的汇兑成本，促进了双边贸易和投资。,0.1153846153846153,1.0,0
4645,2004,3,S5,第五部分预测和展望,411,其次，商业银行从降低不良贷款比例、增加贷款利息收益等因素考虑，更愿意发放中长期贷款。,-0.0454545454545454,1.0,1
44759,2021,4,S4,第四部分宏观经济分析,546,但是，全球疫情不断反复，芯片短缺严重影响汽车行业产业链安全。,-0.1333333333333333,1.0,1
35598,2018,1,S3,第三部分金融市场运行,265,银行间债券市场现券交易活跃。,0.1428571428571428,1.0,0
8916,2006,2,S5,第五部分货币政策趋势,461,同时，适当调整对外贸易中的“奖出限入”、外汇管理中的“宽进严出”以及过度的进口替代政策。,-0.0384615384615384,1.0,1
21848,2012,2,S4,第四部分宏观经济分析,271,第二季度，受外部需求下降、经济周期性下行等多重因素影响，多数金砖国家经济增长进一步放缓，贸易状况恶化。,-0.037037037037037,1.0,1
46681,2022,4,S2,第二部分货币政策操作,219,一是有效处置重点高风险集团风险。,-0.125,1.0,1
23218,2013,1,S5,第五部分货币政策趋势,497,从国内情况看，各方面发展热情依然较高，投资需求较大，新开工项目计划总投资增速回升，在建项目数保持稳定，投资有望保持较快增长。,0.1944444444444444,1.0,0
41394,2020,3,S5,第五部分货币政策趋势,538,重视预期管理，保持物价水平稳定。,0.25,1.0,0
16384,2010,1,S5,第五部分货币政策趋势,536,一是加强流动性管理，保持货币信贷适度增长。,0.0909090909090909,1.0,0
2188,2002,4,S4,第四部分宏观经济运行分析,222,2002年末，美国道琼斯指数和纳斯达克指数分别比上年末下挫17%和32%。,-0.0588235294117647,1.0,1
3607,2003,4,S4,第四部分： 王毅、张红地、汪小亚,180,由于美伊战争和宏观经济状况因素作用，美元第一季度和第三季度曾经出现两次较大的反弹，但是总体保持跌势，第二季度和第四季度跌幅再度加剧。,-0.09375,1.0,1
5357,2004,4,S3,第三部分金融市场分析,237,作为发展中的转轨经济国家，我们要充分重视金融产品的创新工作， 处理好实践的积累和健全规则制定之间的互动关系，为金融产品的创新创造一个良好的市场环境。,0.1590909090909091,1.0,0
20846,2012,1,S4,第四部分宏观经济分析,388,% 名义累计增速实际累计增速外贸进出口继续增长。,0.2307692307692307,1.0,0
8149,2006,3,S2,第二部分货币政策操作,114,国有商业银行股份制改革工作继续稳步推进。,0.3333333333333333,1.0,0
5269,2004,4,S2,第二部分货币政策操作,149,当前的宏观调控：2003年，国民经济运行中出现了粮食供求关系趋紧，固定资产投资增长过猛，货币信贷投放过多，煤电油运供求紧张等问题。,-0.0909090909090909,1.0,1
47074,2022,4,S5,第五部分货币政策趋势,612,密切关注重点领域风险，继续按照“稳定大局、统筹协调、分类施策、精准拆弹”的方针，压降存量风险、严控增量风险，加强金融、地方债务风险防控。,0.075,1.0,0
38983,2019,3,S4,第四部分宏观经济分析,456,二手住宅价格环比上涨的城市有40个，比6月份减少5个；同比上涨的城市有59个，比6月份减少9个。,-0.0606060606060606,1.0,1
26422,2014,2,S1,第一部分货币信贷概况,33,这与近期基建项目投资力度加大有关，有利于投资逐步回稳。,0.0666666666666666,1.0,0
13944,2009,1,S3,第三部分金融市场分析,179,3月份，质押式债券回购和同业拆借月加权平均利率均为0.84%，降至历史最低水平。,-0.0869565217391304,1.0,1
2537,2003,1,S4,第四部分： 汪小亚、向晓岚、孔燕,201,总体上看，原油和汽车进口的大幅度增加导致的进口总值的迅猛增长只是暂时的，贸易逆差的趋势持续下去的可能性不大。,0.09375,1.0,0
33314,2017,1,S5,第五部分货币政策趋势,559,"积极促进债券市场产品创新，丰富商业银行资本补充工具,进一步完善金融债券发行管理制度,积极发展商业银行柜台债券业务,优化债券及衍生品交易机制。",0.15625,1.0,0
23610,2013,3,S4,第四部分宏观经济分析,327,美联储退出量化宽松货币政策预期有所增强，但联邦基金目标利率预计在一段时间内仍将维持在0-0.25%的水平，受此影响，美元 Libor 总体保持低位波动。,-0.025,1.0,1
51003,2024,2,S4,第四部分宏观经济分析,446,地缘政治存在较大不确定性。,-0.1666666666666666,1.0,1
8671,2006,2,S3,第三部分金融市场分析,216,随着股权分置改革的推进，恢复市场融资功能成为市场发展的内在要求，2006年5月6日和5月17日，中国证券监督管理委员会（以下简称证监会） 颁布《上市公司证券发行管理办法》和《首次公开发行股票并上市管理办法》，适时进行“新老划断”，开始逐步恢复股票市场的融资功能。,0.0694444444444444,1.0,0
24317,2013,2,S4,第四部分宏观经济分析,438,工业结构调整逐步推进，高技术产业发展态势良好，战略性新兴工业发展速度进一步加快。,0.4444444444444444,1.0,0
13294,2008,4,S2,第二部分货币政策操作,138,2008年初，中国人民银行指导金融机构实事求是地编制全年信贷规划，合理安排信贷投放总量和节奏，适当控制基本建设等中长期贷款，严格限制对高耗能、高排放和产能过剩行业劣质企业的贷款， 加大对“三农”、中小企业等重点领域和薄弱环节的信贷支持。,-0.0166666666666666,1.0,1
36907,2018,2,S3,第三部分金融市场运行,338,银保监会于5月发布《关于组织开展人身保险产品专项核查清理工作的通知》，要求通过自查整改、监管核查、监管处理三个阶段开展核查清理工作，并明确对违规开发产品、挑战监管底线，偏离保险本源、产品设计异化，罔顾公平合理、损害消费者利益，以营销为噱头、开发“奇葩”产品等四类行为的核查清理重点。,-0.0375,1.0,1
20439,2011,4,S5,第五部分货币政策趋势,559,构建多层次、 多样化、适度竞争的农村金融服务体系，加大对“三农”的支持力度。,0.1818181818181818,1.0,0
51337,2024,4,S2,第二部分货币政策操作,151,2024年，持续优化 MPA 考核框架，引导金融机构保持信贷增长的稳定性；保持对普惠小微、制造业中长期融资的信贷支持力度，引导更多信贷资源流向重点领域和薄弱环节。,0.119047619047619,1.0,0
20738,2012,1,S4,第四部分宏观经济分析,280,2012年第一季度，全球经济状况有所改善，但下行风险仍未消除。,-0.0625,1.0,1
36802,2018,2,S3,第三部分金融市场运行,233,Shibor 总体有所下行。,-0.1666666666666666,1.0,1
45964,2022,2,S1,第一部分货币信贷概况,41,企业融资成本明显下降，6月，企业贷款加权平均利率为4.16%，处于有统计以来低位。,-0.0434782608695652,1.0,1
30354,2016,1,S2,第二部分货币政策操作,77,在与公开市场到期有序衔接的基础上，适量开展7天期逆回购操作，保持银行体系流动性松紧适度， 促进银行体系流动性和货币市场利率平稳运行。,0.081081081081081,1.0,0
6822,2005,2,S4,第四部分宏观经济分析,342,在加工制造业中，除个别行业外，一个行业利润率的高低基本和这个行业的垄断程度成正比，如烟草制品业的平均利润率居各行业之首，达到35%；其次分别为医药制造业（9.5%）和包括酒在内的饮料制造业（8.4%）。,-0.0175438596491228,1.0,1
23119,2013,1,S4,第四部分宏观经济分析,398,从食品和非食品分类看，食品价格同比上涨3.8%，影响 CPI 上涨约1.3个百分点；非食品价格同比上涨1.7%，影响 CPI 上涨约1.1个百分点。,-0.048780487804878,1.0,1
16816,2010,3,S4,第四部分宏观经济分析,414,目前，中国的金融监管框架仍侧重于微观审慎监管，难以及时、充分地监测系统性风险并立即采取行动。,-0.0833333333333333,1.0,1
30193,2015,4,S5,第五部分货币政策趋势,636,经济下行压力仍然较大，同时债务水平还在较快上升，经济金融领域风险暴露增多。,-0.1818181818181818,1.0,1
26612,2014,2,S3,第三部分金融市场分析,223,6月末，国债1年期、3年期、5年期和7年期的收益率水平分别较1月初下行23个、26个和38个基点， 7年期及以上的收益率下行幅度在50个基点左右。,-0.0416666666666666,1.0,1
28055,2015,1,S4,第四部分宏观经济形势,415,瑞士在欧央行正式宣布量宽之前采取行动，于1月15日宣布放弃自2011年以来实行的瑞郎与欧元挂钩的汇率政策，丹麦、加拿大、埃及、土耳其、秘鲁和印度等多家央行纷纷降息以应对可能带来的冲击。,-0.0181818181818181,1.0,1
8922,2006,2,S5,第五部分货币政策趋势,467,实行一年来，经济金融运行总体平稳。,0.1,1.0,0
4797,2004,2,S2,第二部分： 张翠微、张敬国、郑红,132,商业银行次级债券是指商业银行发行的、本金和利息的清偿顺序列于商业银行其他负债之后、先于商业银行股权资本的债券。,-0.0344827586206896,1.0,1
801,2001,2,S2,第二部分宏观经济分析,153,预计今年下半年国际经济金融形势还是很严峻，因为占全球生产总值2／3的美、日、欧三大经济体在同一时期内陷入困境，这对全球经济增长的影响是不言而喻的；如果美国经济在短期内无大起色，世界经济肯定会延缓复苏进程；日本经济包袱沉重，其深层次问题的解决需要较长的时间。,0.0277777777777777,1.0,0
28108,2015,1,S4,第四部分宏观经济形势,468,（一）消费平稳增长，投资增速放缓，进出口增速回落城乡居民收入和消费需求平稳增长。,0.1818181818181818,1.0,0
27485,2014,4,S4,第四部分宏观经济分析,496,但如果由于需求基本面变化导致油价发生趋势性变动，或者油价变动显著改变通胀预期并传导至核心通胀，则宏观政策应作出相应调整。,0.03125,1.0,0
1965,2002,2,S5,第五部分预测与趋势,240,要按国务院文件规定和全国整顿市场经济秩序领导小组的部署，下大力气整顿金融秩序，为商业银行增加贷款创造一个良好的信用环境。,-0.0333333333333333,1.0,1
928,2001,2,S5,第五部分主要结论与政策措施及走势预测,280,（5）预计今明两年就业下降趋势趋缓。,0.1,1.0,0
50943,2024,2,S4,第四部分宏观经济分析,386,受消费乏力影响，一季度日本经济陷入负增长，GDP 环比折年率下降2.9%。,-0.1578947368421052,1.0,1
9698,2007,1,S4,第四部分宏观经济分析,316,第一季度，全社会固定资产投资完成1.8万亿元，增长23.7%。,0.0769230769230769,1.0,0
38560,2019,3,S1,第一部分货币信贷概况,33,从人民币贷款部门分布看，住户贷款增速放缓，9月末为15.9%，比6月末低1.2个百分点，比上年末低2.3个百分点。,-0.0625,1.0,1
4971,2004,2,S4,第四部分： 陈立兴、周诚君、闫丽娟,306,但在宏观紧缩环境下，一些企业和银行宁愿削减流动贷款也不愿放弃长期投资项目，导致流动资金紧张。,-0.16,1.0,1
51647,2024,4,S4,第四部分宏观经济分析,461,中国人民银行监测的企业商品价格 （CGPI）同比下降1.3%，降幅比上年收窄0.8个百分点。,-0.0714285714285714,1.0,1
51070,2024,2,S4,第四部分宏观经济分析,513,（五）就业形势总体稳定城镇调查失业率持续下降。,0.1538461538461538,1.0,0
21535,2012,3,S5,第五部分货币政策趋势,523,世界经济复苏步伐放缓，贸易投资保护主义抬头，外需受到国际金融危机的持续影响尽显疲弱。,-0.0476190476190476,1.0,1
20158,2011,4,S3,第三部分金融市场分析,278,（二）推动黄金市场规范健康发展 《上海黄金交易所业务监督管理规则》。,0.2222222222222222,1.0,0
9589,2007,1,S3,第三部分金融市场分析,207,三是债券种类繁多，发行人、期限、债券品种等要素不同均对应不同种类的债券， 每种债券都需要唯一的交易代码与之匹配，如果所有的债券都在交易所挂牌交易，将占用大量交易代码资源，加之债券交易具有大宗、批发特点，交易频率也不高，交易所挂牌交易效率较低，往往造成资源浪费。,-0.0256410256410256,1.0,1
29429,2015,2,S4,第四部分宏观经济形势,495,6月，全国70个大中城市中，新建商品住宅价格环比上涨的城市有27个，比3月份增加15个；新建商品住宅价格同比上涨的城市有2个，比3月份增加2个。,-0.0444444444444444,1.0,1
25689,2014,1,S5,第五部分货币政策趋势,557,同时，寓改革于调控之中，把货币政策调控与深化改革紧密结合起来，更充分地发挥市场在资源配置中的决定性作用。,0.1785714285714285,1.0,0
42444,2020,4,S4,第四部分宏观经济分析,462,在坚持“房住不炒”、 强化消费金融监管的背景下，居民债务增速已从前几年超过20%放缓至当前的15%左右，居民杠杆率上升的速度亦有所放缓。,-0.024390243902439,1.0,1
33336,2017,1,S5,第五部分货币政策趋势,581,积极规范发展多层次资本市场，促进资本市场稳定健康发展。,0.4285714285714285,1.0,0
51535,2024,4,S3,第三部分金融市场运行,349,2024年1月，中国人民银行与香港金管局合作，将“债券通”项下的人民币债券纳入香港金管局人民币流动资金安排合格抵押品。,0.0344827586206896,1.0,0
34591,2017,2,S5,第五部分货币政策趋势,575,资产管理业务有效连通了投资与融资，对促进直接融资市场发展、拓宽居民投资渠道、扩展金融机构服务领域、支持实体经济融资需求发挥了积极作用，但资金池操作、产品嵌套、刚性兑付等问题也逐渐显现，市场秩序有待规范，需重点关注以下问题。,0.1111111111111111,1.0,0
20441,2011,4,S5,第五部分货币政策趋势,561,严格控制对高耗能、 高污染行业和产能过剩行业的贷款。,-0.1428571428571428,1.0,1
49964,2024,3,S1,第一部分货币信贷概况,11,同时，引导金融机构主动作为，深入挖掘有效需求， 加大信贷对实体经济的支持力度，保持货币信贷总量合理增长，促进经济持续回升向好。,0.1388888888888889,1.0,0
1985,2002,4,S1,第一部分货币信贷概况,19,按五级分类标准，四大国有独资商业银行不良贷款减少782亿元，不良贷款率下降4.92个百分点，2002年末为26.1%。,-0.0769230769230769,1.0,1
38389,2019,1,S4,第四部分宏观经济形势,519,其中税收收入4.67万亿元，同比增长5.4%；非税收入6950亿元，同比增长11.8%。,0.1111111111111111,1.0,0
36157,2018,3,S2,第二部分货币政策操作,218,外汇市场指导委员会则借鉴国际经验，由人民银行、外汇局、金融机构、中介机规范等宏观总体的视角对自律机制业务统筹指导。,0.1,1.0,0
22592,2012,4,S4,第四部分宏观经济分析,484,工业生产者购进价格同比下降1.8%，其中，第一季度上涨1.0%，其余各季度分别下降1.6%、3.9%和2.8%。,-0.04,1.0,1
13050,2008,2,S4,第四部分宏观经济分析,447,煤电油运生产快速增长。,0.2,1.0,0
18920,2011,3,S3,第三部分金融市场分析,182,货币市场交易活跃，市场利率在波动中有所回落；债券收益率曲线总体有所上移， 债券市场发行规模明显增加；股票市场指数整体下行，股票融资有所减少。,-0.0555555555555555,1.0,1
34810,2017,4,S2,第二部分货币政策操作,180,人民银行通过设置和调整担保品折扣率、建立担保品动态调整机制等措施控制风险。,-0.0526315789473684,1.0,1
9115,2006,4,S3,第三部分金融市场分析,187,其中A股累计成交8.92万亿元，同比增加5.81万亿元；日均成交370.2亿元，是上年的2.9倍。,0.0454545454545454,1.0,0
41529,2020,2,S2,第二部分货币政策操作,95,发挥好宏观审慎评估（MPA）在优化信贷结构和促进金融供给侧结构性改革中的作用。,0.1304347826086956,1.0,0
28864,2015,3,S5,第五部分货币政策趋势,572,需要立足新形势、 运用新视角来观察和理解全球经济与中国经济。,0.0555555555555555,1.0,0
1703,2002,3,S4,第四部分： 高材林、蔡剑波,261,预计全年全部金融机构新增贷款1.6万-1.7万亿元，全年广义货币供给量M2预计增长16-17%，均高于年初预期增长目标。,0.1333333333333333,1.0,0
12129,2008,3,S1,第一部分货币信贷概况,37,第三季度，金融机构各期限人民币贷款利率总体呈现稳中略降的态势。,-0.0666666666666666,1.0,1
33687,2017,3,S4,第四部分宏观经济分析,350,高杠杆和沉重债务负担可能使消费和投资增长承压。,-0.1428571428571428,1.0,1
26385,2014,3,S5,第五部分货币政策趋势,622,加强对地方政府性债务和偿债能力的跟踪监测，着力防控债务风险，探索以市场化机制化解地方政府债务问题。,0.1071428571428571,1.0,0
42379,2020,4,S4,第四部分宏观经济分析,397,而本次应对新冠肺炎疫情冲击过程中，全球流动性回流主要发达经济体的规模减少。,-0.1,1.0,1
25518,2014,1,S4,第四部分宏观经济分析,386,社会消费品零售总额为6.2万亿元，同比增长12%，扣除价格因素，实际增长10.9%， 比上年同期加快0.1个百分点。,0.1071428571428571,1.0,0
50703,2024,2,S2,第二部分货币政策操作,146,持续做好普惠金融相关工作。,0.4285714285714285,1.0,0
41541,2020,2,S2,第二部分货币政策操作,107,定向中期借贷便利为金融机构扩大对小微、民营企业的信贷投放提供了优惠利率的长期稳定资金来源。,0.1363636363636363,1.0,0
15700,2009,4,S4,第四部分宏观经济分析,475,进口价格同比降幅快速缩小主要是受第二季度以来国际大宗商品价格持续上涨的影响。,-0.0263157894736842,1.0,1
624,2001,3,S5,第五部分预测与政策建议,305,扇形区域中最深的一条线为模型的预测值，考虑到未来经济的不确定性，预测值分布在一定的范围。,-0.04,1.0,1
34762,2017,4,S2,第二部分货币政策操作,132,2017年以来，随着供给侧结构性改革、简政放权、创新驱动战略等深化实施，我国经济结构加快调整，发展新动能增强，经济增长的稳定性、 协调性进一步增强。,0.3076923076923077,1.0,0
